GeorgeNotFound,Dream and Sapnap: screams and begs for help.<br>George: casually continues mining his iron.
GeorgeNotFound,Alternate title: <b>George trying to save his friends from Ranboo’s half brothers for 26 minutes and 14 seconds</b>
GeorgeNotFound,"<a href=""https://www.youtube.com/watch?v=Ne8WPQ4zcp4&amp;t=22m20s"">22:20</a> Kidnapped by a boat, quite unexpected<br><br>Also, Dream was so frantic about George not doing enough to save him, but him and Sapnap could have prevented it if they didn&#39;t dig and stayed safe."
GeorgeNotFound,Daily Fun Fact:<br><b>Endermen</b> teleport every 20 seconds or teleport when harmed. Teleport range is about 20 blocks.
GeorgeNotFound,"You know, if George was a world record speedrunner, he would let the mods kidnap Dream an Sapnap, while George goes to speedrun the game in under 30 minutes. But if he did that we have no content."
GeorgeNotFound,The fact that Dream asked for help so calmly means he’s so done being the Danzel in distress 🙂
GeorgeNotFound,"To be fair, the game should not let you lose your hunger, its actually really hard to follow them when you are constantly having to look for food"
GeorgeNotFound,It’s all fun and games until a mob kidnaps you and you have no friends
GeorgeNotFound,"My first time watching GeorgeNotFound, now I know why people like watching him"
GeorgeNotFound,We love George no matter how many times he let&#39;s his friends get kidnapped ❤
GeorgeNotFound,Sapnap: <b>exists</b><br>Enderman : &quot;And I took that personally &quot;
GeorgeNotFound,Its funny how even though I know what dream looks like I still imagine him as a voice with no face 😭
GeorgeNotFound,When the name &quot;dreamwastaken&quot; actually starts to make sense.
GeorgeNotFound,"They need to do this again, BUT sapnap and dream need to protect George lol"
GeorgeNotFound,alternate title: endermen hating sapnap for 26 minutes and 14 seconds
GeorgeNotFound,I can&#39;t believe they thought this was even possible knowing the end is full of the fastest mob of this challenge
GeorgeNotFound,Dream: Literally the most smart Minecraft player<br><br>Also Dream: WHAT EM I SUPPOSE TO DO
GeorgeNotFound,Another hilariously entertaining video. That clutch to save Dream from the ghast was sick btw lol
GeorgeNotFound,Alternative Title: George taking his parental role as the oldest of the group.
GeorgeNotFound,Dream gets captured: George help me<br>Sapnap gets captured: GEORGEEEE
GeorgeNotFound,I keep imagining them as like a family where George is the parent and Dream and Snapnap are like twins that won&#39;t stop following each other lmao
GeorgeNotFound,"I&#39;m actually amazed at how in particular positions of this video, the skeletons, zombies and drowned are standing in a bunch to kidnap Sap and Dream."
GeorgeNotFound,I love how George looks like hes held hostage when hes looking at the camera in the intro 😭
GeorgeNotFound,Alternate title: George trying to save his friends from being kidnapped from mobs for 26 minutes 14 seconds
GeorgeNotFound,"I love how Dream is such a good and capable Minecrafter… until he has to do anything where George is responsible for keeping him safe, at which point he becomes a rambunctious child who can’t keep himself out of trouble for five minutes."
GeorgeNotFound,I love how Sapnap is always the one who gets kidnapped bye the enderman :&#39;&#39;P
GeorgeNotFound,"Not sure if this has ever been done or not, but I want you and Dream to try and beat Minecraft with a shared inventory. That could also include  shared armor if you wanted to."
GeorgeNotFound,Alternative title: Ranboo’s half brothers hating Sapnap while George tries to play the game and Dream shouts at them for taking his diamonds
GeorgeNotFound,George has a saviour complex throughout the videos and the rest.
GeorgeNotFound,"I would love to see this again, you guys got so close to beating it!"
GeorgeNotFound,The name Dreamwastaken is starting to make a lot more sense…
GeorgeNotFound,Ok but is no one gonna talk about how good he is at running? man is SMOOTH on the hills.
GeorgeNotFound,Sapnap: i give them a flower as a peace treaty<br>George: and for the peace treaty they get BLOWN UP<br>Me: did you guys swap places or something-
GeorgeNotFound,This is probably my favorite video with this trio lmao the never ending chaos 😂
GeorgeNotFound,"I feel like out of the dream team, george is the only one capable of being a parent."
GeorgeNotFound,"<a href=""https://www.youtube.com/watch?v=Ne8WPQ4zcp4&amp;t=5m35s"">5:35</a> I just love how satisfied they are about the geode 🥰"
GeorgeNotFound,Alternate title: <b>&quot;George protecting his kids from surprise adoption&quot;</b>
GeorgeNotFound,Feel like I’m watching a mom trying to keep up with her kids in Walmart 😂
GeorgeNotFound,I found george :3
GeorgeNotFound,I love the fact George doesn&#39;t realise just how obvious his particles are because he can&#39;t see red
GeorgeNotFound,"FOR PEOPLE SORTING BY NEW:<br><br>The video is frozen from about <a href=""https://www.youtube.com/watch?v=yuJAfwSCOGs&amp;t=21m00s"">21:00</a> onward due to corruption.   It became corrupted sometime between July 14-21, 2021.  It was uncorrupted and perfectly fine for almost a year, meaning this is probably a YouTube screw up and not George&#39;s fault."
GeorgeNotFound,"INFO FOR EVERYONE SORTING BY NEW:<br>The video is corrupted. At <a href=""https://www.youtube.com/watch?v=yuJAfwSCOGs&amp;t=21m01s"">21:01</a> the video stops and is stuck on a single frame, with sound not playing. If you want to see the full, uncorrupted version of the video, you can put the URL of this video in the Wayback Machine, then choose December 25, 2020 for the date.<br><br>For anyone bored to go do that, it was Bad who won. George heard the portal, dug and found it. He went through, and Bad chased him up a mountain where he shot at George and killed him."
GeorgeNotFound,It feels a little weird without Dream screaming “OH GEORGE” every five minutes
GeorgeNotFound,Now George knows what it is like to be Dream whilst manhunt. But Dream is tracked and followed by four people.
GeorgeNotFound,"Minecraft manhunt, but the hunter knows everything in the runner&#39;s inventory"
GeorgeNotFound,When Dream hunts: No mercy brother.<br><br>When BadBoyHalo hunts: “Hey George wanna get wheat together?”
GeorgeNotFound,Manhunt: &quot;stop the speed runner as soon as possible&quot;<br>George and Bad: &quot;Sharing is Caring&quot;
GeorgeNotFound,"<a href=""https://www.youtube.com/watch?v=yuJAfwSCOGs&amp;t=8m53s"">8:53</a> I love how George just screams and it cuts out, perfectly cut screams 😂"
GeorgeNotFound,Badboyhalo: <b>*Gently taps a zombie pigman*</b><br>Every other zombie pigman in a 100 mile radius: <b>Bonjour</b>
GeorgeNotFound,I didn’t think anyone besides Dream could make a good manhunt yet here we are
GeorgeNotFound,"Manhunt whenever Dream is there : <b>planning, scheming, killing, screaming intensified</b><br><br>George and BBh as the hunter : <b>mining wheat together in the village</b>"
GeorgeNotFound,"<a href=""https://www.youtube.com/watch?v=yuJAfwSCOGs&amp;t=14m04s"">14:04</a>  bad: “I swear” <br>George: ”Don&#39;t swear!”"
GeorgeNotFound,George&#39;s trail: <b>an actual trail</b><br>Bad&#39;s trail: <b>like 90 or so pigmen that he annoyed</b>
GeorgeNotFound,I love how dream and george introduced the new two hunters with their own unique versions of manhunt
GeorgeNotFound,George+Bad= <b>scared noises</b><br><br>George+sapnap= <b>terrified noises</b><br><br>George+dream= <b>SCREEeEEEEEEeeeeeCcHH!!!!!</b>
GeorgeNotFound,"George did well, but damn, Dream really is on a whole &#39;nother level. He rarely messes up sprinting, jumps, water to land, and knows when to keep pushing or backing down. There were a few moments that I think Bad was super low but George just ran."
GeorgeNotFound,I love how Bad&#39;s IQ scales all the way up when he&#39;s not with Skeppy.
GeorgeNotFound,"Bad is the nicest and most gentlemanny detective<br>&quot;I&#39;m still hunting you, keep running&quot;"
GeorgeNotFound,"<a href=""https://www.youtube.com/watch?v=yuJAfwSCOGs&amp;t=6m20s"">6:20</a> proof that dream instilled fear into bad and caused him to have ptsd 😂. He wasn’t close to hitting range from george, and he still ran thinking he was about to get hit into the ravine"
GeorgeNotFound,"okay!! for everyone who is newer and didnt see this video when it was uploaded, i am so sorry you all didnt see the intense ending. so if ur wondering, no its not your wifi, and no this is not george&#39;s fault. it was fine and i watched it multiple times up until recently where i tried to re-watch it for nostalgia and realized its corrupted. anywhere after about <a href=""https://www.youtube.com/watch?v=yuJAfwSCOGs&amp;t=21m00s"">21:00</a> its frozen!!! sorry. and if you are wondering, badboyhalo did win if i can remember correctly. sorry to all the newer people discovering or getting recommended this video (,: !!"
GeorgeNotFound,My favorite thing about badboyhalo is that his name and skin make him look intimidating but he’s literally the softest person on the SMP ❤️😭😭
GeorgeNotFound,the vibes from dream’s “oh george~” and bad’s are completely different
GeorgeNotFound,"Bad: looking for George<br>Bad: finds George<br>Bad: starts RUNNING from George<br>Bad: &quot;WAIT, WHY AM <b>I</b> RUNNING FROM YOU?&quot;"
GeorgeNotFound,“There’s endermen chasing me!”<br>“There’s piglins after me!”<br>“There’s bad chasing me!”
GeorgeNotFound,George: <b>Makes shield</b><br>Also George: Doesn’t use it ever
GeorgeNotFound,George and Bad: <b>Having a fun friendly competition</b> <br><br>George and Dream: <b>If you die in the game you die in real life</b>
GeorgeNotFound,You can always predict George’s health by the pitch of his scream...
GeorgeNotFound,"For those watching, the video is indeed corrupted. It’s not just you, but something went wrong sometime after the original upload causing it to end frozen."
GeorgeNotFound,Dream: Speedrun Master<br>TechnoBlade: PvP Master<br>George: Scream Master<br>Bad: Muffin Master
GeorgeNotFound,"This feels a lot more pleasant to watch tho, it feels like it’s more fair, and with less screaming :)"
GeorgeNotFound,Literally the WHOLE Entire Video in a Nutshell<br><br>Badboyhalo: &quot;You Muffin!&quot;
GeorgeNotFound,George: &quot;runs away after taking a single heart from bad while holding a stone axe yet bad has a wooden sword&quot;<br>Also George: I think I was kind of low actually
GeorgeNotFound,George: has a shield which could save him<br>also George: doesn’t use it
GeorgeNotFound,"<a href=""https://www.youtube.com/watch?v=yuJAfwSCOGs&amp;t=13m33s"">13:33</a> Badboyhalo &quot;I swear...&quot;<br>George: &quot;Don&#39;t swear!&quot;"
GeorgeNotFound,George : Wants to make a manhunt video.<br>His vocal cords : My time has come
GeorgeNotFound,Aang: WHERE’S APPA<br>Thanos: WHERE’S THE STONE<br>George: WHERE’S THE PORTAL
GeorgeNotFound,"When Bad said &quot;Wait why am I running?&quot;, it made me wonder what Dream exactly has done to the other Muffinteers."
GeorgeNotFound,The fact that Bad was confusing George was the same strat he used for Dream
GeorgeNotFound,Bad: &quot;Come here george!&quot;<br><br> George: <b>manhunt memories</b>
GeorgeNotFound,&quot;Where&#39;s that ravine I want that ravine&quot; While he doesn&#39;t realize he can legit just retrace his steps.
GeorgeNotFound,The evolution of George&#39;s mic quality over time is just stunning
GeorgeNotFound,Everytime George can’t hit something he always says “my arms aren’t long enough” and I find it the cutest thing ever
GeorgeNotFound,"Dream when he&#39;s in these types of situations: &quot;It&#39;s simple. We, uh, kill the hunter.&quot;"
GeorgeNotFound,this challenge would be a piece of cake for george if he had a little bit of confidence. hes a better player than bad
GeorgeNotFound,BBH: “Oh there you are! Hi George!” <br>Dream: <b>ominous chuckling</b>
GeorgeNotFound,This video is the proof that George doesn&#39;t get views just because of dream♥️
GeorgeNotFound,"I love how Badboy still has PTSD from when Dream shoved him into a ravine <a href=""https://www.youtube.com/watch?v=yuJAfwSCOGs&amp;t=6m00s"">6:00</a>"
GeorgeNotFound,"The video is frozen from about <a href=""https://www.youtube.com/watch?v=yuJAfwSCOGs&amp;t=21m00s"">21:00</a> onward due to corruption.   It became corrupted sometime between July 14-21, 2021.  It was uncorrupted and perfectly fine for almost a year, meaning this is probably a YouTube screw up and not George&#39;s fault."
GeorgeNotFound,"It’s crazy to think that George and Dream are going to be someone’s childhood Minecraft channels.  Instead of like, Ssundee, DanTDM, Captain Sparkles, PopularMMOS, and Stampy."
GeorgeNotFound,Nobody:<br>Dream: <b>Finds a mob that can kill him</b><br>Dream:  <b>Has only 3 hearts of health</b><br>George: &quot;Be careful Dream&quot;<br>Also Dream: <b>Decides to hit it</b>
GeorgeNotFound,Everytime Dream unexpectedly takes damage he starts speaking enchantment table language
GeorgeNotFound,Dream calling a wolf a woof is genuinely the most adorable thing ive ever heard
GeorgeNotFound,I think it&#39;s safe to say that we need a Dream POV
GeorgeNotFound,"<a href=""https://www.youtube.com/watch?v=lfOakuOT5dY&amp;t=3m08s"">3:08</a>  <a href=""https://www.youtube.com/watch?v=lfOakuOT5dY&amp;t=8m51s"">8:51</a>  <a href=""https://www.youtube.com/watch?v=lfOakuOT5dY&amp;t=15m25s"">15:25</a>   Is it just me or does anyone else feel like dream is becoming more and more fluent in gibberish :)"
GeorgeNotFound,It’s so cute how dream screams and you see this little parrot flying away across the screen from the danger
GeorgeNotFound,Dream: <b>repeats George</b> <br>George: * silence*<br>George: <b>hits dream</b><br>Dream: PËKÆK
GeorgeNotFound,"<a href=""https://www.youtube.com/watch?v=lfOakuOT5dY&amp;t=22m15s"">22:15</a><br>George : <i>(accidentally swipes Dream with his iron sword whilst fighting a skeleton)</i><br>Dream : <i>(relearns Traditional Chinese mixed with The Korean Alphabet for some reason)</i>"
GeorgeNotFound,"Man, Dream creates a whole new breed of language whenever he gets hurt."
GeorgeNotFound,I love how Dream just turns into a little innocent child that just wants to help whenever he’s turned into a Minecraft mob but then he’s a dirty minded teakettle green screen blob every other video 😂
GeorgeNotFound,Can we just appreciate how George keeps the feather the whole video 🥰
GeorgeNotFound,"dream in his videos: <b>very focused and serious speedrunner</b><br><br>dream in george&#39;s videos: HedWiG, cAn yOU go tElL ROn"
GeorgeNotFound,Dream: there’s a woof here <br>George: a what?<br>Dream: a woof<br>That was cute and funny at the same time
GeorgeNotFound,george: <b>fighting the skeleton</b><br>dream: <b>comes out of nowhere</b><br>arrow: <b>*hits dream*</b><br>dream: &quot;aeyupikeshou&quot;
GeorgeNotFound,"<a href=""https://www.youtube.com/watch?v=lfOakuOT5dY&amp;t=20m06s"">20:06</a> dream singing while george collects seeds is just the best thing ever"
GeorgeNotFound,I think George knows what all bird owners feel when taking care of their parrots
GeorgeNotFound,"Dreams like a kid when he&#39;s a parrot 🤣<br>Dream: Look at meeee, I can break the crystals<br>George: Dont do it<br>Dream: Why not?<br>Dream: It only does half a heart<br>George: Your risking dieing"
GeorgeNotFound,dream’s channel: <b>*intense gameplay*</b><br>dream’s second channel: “im like a disney princess!”<br>george’s channel: <b>*wholesome bird squeaking*</b>
GeorgeNotFound,GeorgeNotFound: &quot;Why are you making this 100x harder?!&quot;<br>Dream: * Dying with laughter *
GeorgeNotFound,"George: &quot;Dream, I&#39;m on three hearts, you&#39;ve almost got more health than me.&quot;<br>Dream:  *evil laughter *proceeds to hit George<br>              &quot;Now I have more health than you.&quot; *laughs<br>George: &quot;No Dream! Oh my... No, I have three hearts.&quot;<br>Dream:   *hits him again<br>George:  &quot;Okay, I shouldn&#39;t have said that.&quot;"
GeorgeNotFound,"<a href=""https://www.youtube.com/watch?v=lfOakuOT5dY&amp;t=3m07s"">3:07</a> i love how dream starts speaking enchanting table whenever he&#39;s about to die, as if its a prayer to the gods to help him<br><a href=""https://www.youtube.com/watch?v=lfOakuOT5dY&amp;t=8m51s"">8:51</a><br><a href=""https://www.youtube.com/watch?v=lfOakuOT5dY&amp;t=15m25s"">15:25</a><br><a href=""https://www.youtube.com/watch?v=lfOakuOT5dY&amp;t=22m15s"">22:15</a><br>... new headcanon?"
GeorgeNotFound,"<a href=""https://www.youtube.com/watch?v=lfOakuOT5dY&amp;t=9m12s"">9:12</a><br>Dream: There’s lava watch out<br>George: I’m gonna pretend I didn’t hear that"
GeorgeNotFound,Dream looses 90% of his brain cells at every intro of ‘Minecraft but my friend is a animal.!’
GeorgeNotFound,Dream: Attracts like 20 endermen<br><br>Dream: <b>&quot;I&#39;m about to end this man&#39;s whole career&quot;</b><br><br><b>*Sits on George&#39;s shoulder*</b>
GeorgeNotFound,"George:  &quot;Do you have any strategies on staying alive, Dream?&quot;<br>Dream:  &quot;Yeah I can fly, so I just go brrrrrrrrrrrrrrrrrrrrrrrr&quot;"
GeorgeNotFound,Dream: Watch out there&#39;s lava there!<br>George: <b>Walks into lava</b><br>Dream: I&#39;m going to look out for stuff<br>George: <b>is still on fire</b>
GeorgeNotFound,George:&quot;You brought me a feather&quot;<br>Dream:&quot;Ron sends his regards&quot; <b>starts laughing</b><br>Love that quote xD
GeorgeNotFound,"Dream is fast and can basically fly, he only has 3 hearts, he likes to speedrun things, and his only purpose is to scout ahead and deal extra damage if needed ...<br><b>Dream is a TF2 Scout Main</b>"
GeorgeNotFound,<b>I think Dream and George are such a great duo!</b>
GeorgeNotFound,George: “omg there’s an enderman after me”<br><br>Dream: <b>casually flys around with like 2 dozen enderman following him</b>
GeorgeNotFound,Alternate title: George and dream being protective for 30 minutes and 30 seconds
GeorgeNotFound,I’ve never realized how fast parrots are until this video-
GeorgeNotFound,Dream: <b>repeats George</b><br>George: <b>silence</b><br>Also George: <b>hits dream</b><br>Dream: PEÆCOK
GeorgeNotFound,Goerge: I have no idea where are you<br>Dream: <b>Apperas behind george</b><br>Dream: I-i&#39;m right behind you
GeorgeNotFound,George:*feeding him seeds*<br><br>If sapnap was there:*feeding him cookies*
GeorgeNotFound,its hard to believe that dream is one of the best minecraft speedrunners when you watch this video
GeorgeNotFound,Dream gives off pure Disney animal sidekick energy in these videos
GeorgeNotFound,"<a href=""https://www.youtube.com/watch?v=lfOakuOT5dY&amp;t=19m47s"">19:47</a> Dream being Dream parrot<br><a href=""https://www.youtube.com/watch?v=lfOakuOT5dY&amp;t=22m15s"">22:15</a><br>George:Fighting a skeleton<br>dream came out of nowhere<br>Skeleton almost shot Dream<br>Dream: <b>Alyuikeshou</b>"
GeorgeNotFound,I love how dream suddenly panics when their about to go to the nether. <br>George- “there’s so much cobble here-“<br>“AAAAHHHH!!! George help help! Feed me!!”
GeorgeNotFound,"<a href=""https://www.youtube.com/watch?v=lfOakuOT5dY&amp;t=16m03s"">16:03</a> was so adorable it was literally like a movie"
GeorgeNotFound,George: looking for flint<br><br>Also George: has flint in his inventory but doesn’t care to check
GeorgeNotFound,George : &quot;We need seeds for you Dream&quot;<br>Also George : Walks past pumpkins who&#39;s seeds he could&#39;ve used
GeorgeNotFound,"<a href=""https://www.youtube.com/watch?v=lfOakuOT5dY&amp;t=26m14s"">26:14</a><br><br>My favourite moment &lt;3"
GeorgeNotFound,I laughed so hard at the crowd of endermen. Watching them chase after Dream was hilarious.
GeorgeNotFound,"<a href=""https://www.youtube.com/watch?v=lfOakuOT5dY&amp;t=17m34s"">17:34</a> i love how George kept dreams feathers."
GeorgeNotFound,"When dream kept on copying what George was saying I couldn’t stop laughing😂 <a href=""https://www.youtube.com/watch?v=lfOakuOT5dY&amp;t=0m30s"">0:30</a>"
GeorgeNotFound,George: needs seeds<br>Also George: runs past pumpkin patch
GeorgeNotFound,"Alternate title: Minecraft, but my friend learns a new language every time he gets attacked..."
GeorgeNotFound,I love how dream as the weakest mob is the mob that dream wins with George
GeorgeNotFound,"george: “alright, I’ve got a new tactic”<br>george: falls off the map"
GeorgeNotFound,&quot;I have a new tactic&quot; <b>Falls out of the world</b><br>Has the same energy as :&quot;Ok guys I have a plan&quot; <b>Leaves game</b>
GeorgeNotFound,"Dream when George wins: &quot;youre literally a cheater, youre so cheating&quot; <br><br>Dream when he wins: &quot;youre literally trash&quot;"
GeorgeNotFound,George: &#39;Okay here comes my new tactic&#39;<br> <i>sets himself on fire</i>
GeorgeNotFound,George when he dies: <b>SCREECHES</b><br><br>Dream when he dies: “mic go yum yum”
GeorgeNotFound,"Explaining george’s knockback: George is from Britain, hypixel is in US. When you have high ping, kb is delayed, so it sometimes stacks, like your 1st hit doesn’t deal knock back, but second hit kb is 2x so it sends your opponent flying"
GeorgeNotFound,i wonder if Georges neighbours ever think he&#39;s getting murdered whenever he screeches lol
GeorgeNotFound,"Dream falls off of the map <b>&quot;Please, George. We&#39;re not going to talk about it.&quot;</b><br>...1 minute passes...<br>George falls off of the map <b>&quot;AHAHAHAAAA, IDIOT, THIS GAME IS EASY&quot;</b>"
GeorgeNotFound,"<a href=""https://www.youtube.com/watch?v=zaO869h9s2w&amp;t=2m56s"">2:56</a> Alternate title: Dream eating his mic while George laughing on him"
GeorgeNotFound,"I love how Dream says George has a big forehead, when Dream&#39;s head is literally his forehead"
GeorgeNotFound,Dream: Sees George<br><br>Also Dream: wheezing noises intensify
GeorgeNotFound,I like how Dream eats his mic when he dies in a stupid way
GeorgeNotFound,the ending lol
GeorgeNotFound,"<a href=""https://www.youtube.com/watch?v=zaO869h9s2w&amp;t=15m42s"">15:42</a> I could listen to this forever, imagine if the whole world heard this for 24 hours straight."
GeorgeNotFound,"Gorge: makes 10 hit combo<br><b>no reaction</b><br>Gorge: makes 2 hit combo<br><b>&quot;Oooh,what a fat combo ;)&quot;</b>"
GeorgeNotFound,"I miss this time when George could individually easily compete with dream head to head, but obviously since this we all know how much dream has improved, and for george, it’s been more or less stagnant"
GeorgeNotFound,Some people underestimate how good George actually is even though he lost the duel
GeorgeNotFound,"<a href=""https://www.youtube.com/watch?v=zaO869h9s2w&amp;t=13m41s"">13:41</a> is it just me or does dream’s laugh sound like the McDonald’s theme"
GeorgeNotFound,"Can we just appreciate <a href=""https://www.youtube.com/watch?v=zaO869h9s2w&amp;t=15m51s"">15:51</a> the skill that comes with desperation"
GeorgeNotFound,Watching this after dream beats like 30 Mc YouTubers 80 something to 2 makes me realize how much better he’s gotten in a year
GeorgeNotFound,Dream: loses almost every round<br>Also Dream after he finally kills George: YOU&#39;RE SO BAD
GeorgeNotFound,George: there&#39;s no concept of weight in minecraft<br>Pressure plates: am I a joke to you?
GeorgeNotFound,"<a href=""https://www.youtube.com/watch?v=zaO869h9s2w&amp;t=12m12s"">12:12</a> Top ten most epic screams in history"
GeorgeNotFound,i didn’t know george could screech so loud
GeorgeNotFound,George’s screeching and dream’s wheezing is the ultimate duo
GeorgeNotFound,"couldnt stop laughing at dream making fun of george and his inventory, his wheezing, george&#39;s screaming. plus the end lmfaoo"
GeorgeNotFound,George: *Does anything funny stupid<br>Dream: *Teapot Whistle
GeorgeNotFound,‘My name is George and I need to sort my inventory’<br>I could watch dream doing that for hours on end...
GeorgeNotFound,"I always find myself coming back to this video every few months, it&#39;s just so dynamic and fun :)"
GeorgeNotFound,Let’s all just have a moment of silence for everybody’s ears after listening to George’s commentary with ear phones
GeorgeNotFound,Dream must have like 10 spare headsets/mics in his draw bc every vid he always smashes up his mic/headset at least once.
GeorgeNotFound,"<a href=""https://www.youtube.com/watch?v=zaO869h9s2w&amp;t=16m26s"">16:26</a>, what a perfectly cut scream"
GeorgeNotFound,"this just goes to show george is quite good, and dream wasnt crazy back in the day. at some point the blob surpassed his limits, though"
GeorgeNotFound,"The chat: Wow, george sure screams loud A year later: Banshee George laughing in the distance"
GeorgeNotFound,"Gorge almost got an epic comeback but this happened <a href=""https://www.youtube.com/watch?v=zaO869h9s2w&amp;t=16m25s"">16:25</a>"
GeorgeNotFound,I like how George and dream don’t post the same videos but do their own things
GeorgeNotFound,"I like how no body complains like alot- when something glitches because everyone glitches, its the game"
GeorgeNotFound,Watching George and Dream videos is like watching RomComs where they don’t know they’re in love.
GeorgeNotFound,"so we’re not going to talk about how dream just straight up ate his mic out of anger <br><br><br><br><br><br><br><br><br><br><br><br><br><br>understandable, have a nice day"
GeorgeNotFound,George: “alright new tactic”<br>Also George: <b>sets himself on fire</b>
GeorgeNotFound,"<a href=""https://www.youtube.com/watch?v=zaO869h9s2w&amp;t=12m12s"">12:12</a> new in the Fandom but already keeping track of all of George&#39;s iconic screams"
GeorgeNotFound,"Judge: George, you won the case.<br><br>George: new tactic<br><br><b>Proceeds to sentence himself to death</b>"
GeorgeNotFound,"Ah yes the screech of George winning, music to my ears!<br><br><a href=""https://www.youtube.com/watch?v=zaO869h9s2w&amp;t=12m12s"">12:12</a><br><br>Oh and also, <b>”how did you weech it”</b><br><br><a href=""https://www.youtube.com/watch?v=zaO869h9s2w&amp;t=13m40s"">13:40</a>"
GeorgeNotFound,"I know this is old, but every time I see George fighting and getting comboed in a 1.8 dual, all I can think is &quot;Use your rod! It&#39;s not just for free hits, it stops combos damnit!&quot;"
GeorgeNotFound,His shrill of excitement when he won that uhc duel tho
GeorgeNotFound,you can see how bad dream is in the beginning and how much better he is today
GeorgeNotFound,George falling off the edge and screaming is just 👌🤣
GeorgeNotFound,George screeching and dream wheeze laugh is the best combo.
GeorgeNotFound,George: <b>smashes Dream&#39;s bed in Bed Wars</b><br>also George: <b>blows the Hypixel showdown by falling off a bridge</b>
GeorgeNotFound,George: I&#39;m the best player!<br>Also George: literally uses a head before a gap in UHC duels
GeorgeNotFound,"Challenge idea: Wherever dream looks turns to lava, wherever George looks turns to water,"
GeorgeNotFound,Dream: “I’m the best Minecraft player in the world.”<br>Also Dream: (walks up to a pig) “I found a chicken!”
GeorgeNotFound,"Dream talking about George: He&#39;s a great guy, I love him, go check him out. <br>George talking about Dream: He&#39;s an alright youtuber I guess."
GeorgeNotFound,George: &quot;This is a bad spawn.&quot;<br><br>Dream: &quot;There&#39;s a fortress right there!&quot;<br><br>The moral of the story is speed runners only get good spawns.
GeorgeNotFound,Medusa: I can turn people into stone with my sight<br><br>Dream &amp; George: <b>Allow us to introduce ourselves</b>
GeorgeNotFound,the fact that dream dropped a rose bush when they were in the stronghold and george picked it up and kept it is so cute
GeorgeNotFound,Dream: <b>goes underwater</b><br>George: <b>is scared because dream might drown</b><br><br>Also George: <b>stares dream down</b>
GeorgeNotFound,george: the water is deadly!<br><br>enderman : always has been...
GeorgeNotFound,"You can hear a difference in volume when George screams, so thank you editor for trying to protect our ears"
GeorgeNotFound,George: Don&#39;t look at the iron<br>Dream: I&#39;m not<br>Dream: Looks at the iron
GeorgeNotFound,George: Look at him (referring to the creeper) <br>Dream:  (mumbles something) <br>George:  <b>LoOk aT hIm</b>
GeorgeNotFound,I love how just after killing the ender dragon the first thing that Dream does is hit George.
GeorgeNotFound,Dream&#39;s videos: We coded Minecraft so...<br><br>George&#39;s videos: I coded Minecraft so...
GeorgeNotFound,George: &quot;Everywhere I look turns into a bedrock!&quot;<br>~look into his PC screen~<br>~video ends~
GeorgeNotFound,George: Oh no! Dream you’re <b>drowning!</b><br>Also George: <b>keeps looking directly above him</b>
GeorgeNotFound,imagine the challenge ends beautifully with a buried end spawn
GeorgeNotFound,Imagine being a zombie and seeing a man with glasses and a green man who turn everything into an indestructible stone.
GeorgeNotFound,"<a href=""https://www.youtube.com/watch?v=I4fdyLUeVhI&amp;t=7m45s"">7:45</a> <br>He said there’s more diamonds, I thought he meant the red stone."
GeorgeNotFound,"Dream: <b>completed Minecraft with 3 hunters, without dying</b><br>Dream: <b>dies to a enderman</b>"
GeorgeNotFound,Who ever knew the most suspenseful part was getting through a door.
GeorgeNotFound,It’s all fun and games with spinning creeper till he decides to explode
GeorgeNotFound,I love how dream repeats himself<br>Dream: yea this is it this is it!<br>Dream: right there right there!
GeorgeNotFound,There needs to be a counter for how many times George’s yells “I’m dying!” While he is at full health
GeorgeNotFound,I love how George just says &quot;nice&quot; when Dream says &quot;I found another endermen here!&quot; it&#39;s so funny!!
GeorgeNotFound,Portal: easy<br>Nether: easy<br>Getting through doors in stronghold: <b>Strategic planning</b>
GeorgeNotFound,Finding this channel in quarantine was one of the things I actually did right in life
GeorgeNotFound,George: &quot;I don&#39;t want to spoil anything but the ending is epic&quot;<br>Me: He turned the dragon into bedrock didn&#39;t he...
GeorgeNotFound,"&quot;I remember this chest and there was nothign&quot;<br>&quot;Every bedrock here is a failed gravel&quot;<br>Yep, this summarizes my luck"
GeorgeNotFound,dream trying to break the bedrock and then going “wait what” is so funny 😭
GeorgeNotFound,"<a href=""https://www.youtube.com/watch?v=I4fdyLUeVhI&amp;t=19m18s"">19:18</a> he didn&#39;t drop the flower that Dream dropped... its just so beautiful to me"
GeorgeNotFound,&quot;What could we use 4 diamonds for?&quot; &quot;I guess a 3rd pair of boots&quot;<br><br><br>2 diamond swords: &quot;Are we a joke to you?&quot;
GeorgeNotFound,Can we all appreciate that George lowered his volume at the end cause ge screamed
GeorgeNotFound,George: Swings axe at cow<br>Also George:  &quot;Dream you killed it&quot;
GeorgeNotFound,i love how dream and george almost didn´t flirt before and now they literally get lost in their own little world every single stream or video.
GeorgeNotFound,I like how george AND dream call the ender dragon a he then corrects themselves lmao
GeorgeNotFound,"<a href=""https://www.youtube.com/watch?v=I4fdyLUeVhI&amp;t=24m37s"">24:37</a> Luckily the end spawn wasn&#39;t underground, or else they would have been stuck in a hole forever..."
