CookieSwirlC,I did not play this yet but  I like this game it&#39;s my favorite game!,2020-05-26T03:18:26Z
CookieSwirlC,Yassssssss! More piggy!!!!😁,2020-05-25T20:30:41Z
CookieSwirlC,I’m crying because the ending on this video is so sad I cried for two weeks and<br>I even had nightmares of this it broke my heart ❤️ and special thx for you cookie,2022-03-27T01:31:35Z
CookieSwirlC,hi cookie,2020-05-25T20:41:09Z
CookieSwirlC,"Cookie There&#39;s a good ending , don&#39;t go to mr. P",2020-05-26T03:06:54Z
CookieSwirlC,cookie play more roblox piggy :D,2020-05-26T02:44:42Z
CookieSwirlC,Hi! Love you cookieeee!❤️❤️❤️❤️❤️,2020-05-25T20:29:53Z
CookieSwirlC,Love your vids,2020-05-25T20:29:54Z
CookieSwirlC,"Oh my goodness, where did you get the crashling? Dollar store or target I would love to find some!!! Love your videos 😜",2015-07-04T06:32:48Z
CookieSwirlC,More videos of dollar tree please,2022-10-22T06:07:30Z
CookieSwirlC,"Yay its time for part 5 of Ann! Can she make it out alive?<br>Watch part 1 -4 here:<br><a href=""https://www.youtube.com/watch?v=B1Dgaq6tLDU&amp;list=PLL-Nk7g-sSABfedXPiltCDele7Fe9iQw-&amp;index=20"">https://www.youtube.com/watch?v=B1Dgaq6tLDU&amp;list=PLL-Nk7g-sSABfedXPiltCDele7Fe9iQw-&amp;index=20</a>",2021-11-04T15:26:19Z
CookieSwirlC,Cookie makes our days better 😄❤,2021-11-04T20:08:18Z
CookieSwirlC,Cookie always makes my day..Your so amazing..always stay awesome 🍪🥰,2021-11-04T15:49:51Z
CookieSwirlC,Keep up the awesome videos 😊,2021-11-04T15:29:46Z
CookieSwirlC,You finally posted :D,2021-11-04T15:42:43Z
CookieSwirlC,I&#39;m excited for The Finals Of Ann The digital art student!!,2021-11-14T22:59:40Z
CookieSwirlC,YOU ARE AWESOME COOKIE KEEP IT UP!!,2021-11-04T15:42:21Z
CookieSwirlC,Hi cookie. :) I love your video&#39;s so much.  Keep being so sweet.,2021-11-04T16:04:55Z
CookieSwirlC,"Yes Cookie!! I have been waiting for you to upload more of this :3<br>I love this game!!<br>You are the best Cookie, 🍪🍪♥️♥️",2021-11-04T15:29:15Z
CookieSwirlC,Thank you so much I wanted to part 5 so bad😊,2021-11-04T17:09:07Z
CookieSwirlC,Yes! Cookie finally uploaded this part,2021-11-06T01:14:04Z
CookieSwirlC,OMG I&#39; M SO EXITED FOR THE NEXT PART COOKIE!,2021-11-04T16:39:39Z
CookieSwirlC,YOUR ARE AMAZING!!,2021-11-04T15:30:55Z
CookieSwirlC,YOUR CONTENT IS AMAZING ITS MAKING ME FEEL BETTER WHEN IM SAD,2021-11-04T21:25:31Z
CookieSwirlC,I like your vids you always male me smile 😊,2021-11-04T15:32:30Z
CookieSwirlC,hi cookie you are the best youtuber ever . i watched you since 2016 stay awesome cookie :),2021-11-04T16:22:22Z
CookieSwirlC,Im soo happy you play this,2021-11-05T13:27:33Z
CookieSwirlC,"Yay, more Ann video!",2021-11-05T01:44:25Z
CookieSwirlC,Thank you cookie for making these videos for us your amazing here are some cookies for you 🍪🍪🍪🍪,2021-11-04T16:30:04Z
CookieSwirlC,I can’t wait for part 6🤗,2021-11-08T14:35:56Z
CookieSwirlC,I’m so excited I cant wait,2021-11-05T14:15:36Z
CookieSwirlC,OMG !! I can&#39;t wait for the finale 😂😁😅😅,2021-11-04T17:53:18Z
CookieSwirlC,Yassss I have been waiting for this video!,2021-11-05T10:09:58Z
CookieSwirlC,&lt;333 I love ur videos cookie ^^ Im such a big fan I love u  &lt;3,2021-11-04T15:32:05Z
CookieSwirlC,I LOVE THESE GAMING VIDSS!!,2021-11-04T15:31:03Z
CookieSwirlC,Hi cookie I love you&#39;re vids and you make my dayyy😊,2021-11-04T15:28:43Z
CookieSwirlC,Although I love cookie&#39;s new content this era was truly special &lt;3,2022-09-04T06:19:13Z
CookieSwirlC,I love when you were a mermaid 🧜‍♀️,2022-09-10T03:27:59Z
CookieSwirlC,I used to watch your videos when i was a little kid and i still love em❤,2022-09-25T11:40:18Z
CookieSwirlC,I love watching your videos,2023-05-31T19:00:38Z
CookieSwirlC,hi cookie,2021-05-26T01:44:26Z
CookieSwirlC,😍😍I love you💖 the way the world works!,2022-06-29T03:30:39Z
CookieSwirlC,This is so cool. I love it ! 😊❤,2017-03-22T20:19:11Z
CookieSwirlC,I love your video,2017-03-26T03:51:09Z
CookieSwirlC,kawaii! I LOVE THIS!,2017-03-23T16:14:34Z
CookieSwirlC,U make me laugh so much! I love u!,2017-03-23T22:09:21Z
CookieSwirlC,you need the cereals  to breath in the water and also the Perl&#39;s🏊.,2017-03-23T00:50:39Z
CookieSwirlC,i  love you,2021-01-25T02:54:45Z
CookieSwirlC,hi cookie I love you,2020-09-28T03:52:10Z
CookieSwirlC,i love your videos,2023-04-23T17:25:59Z
CookieSwirlC,Hi,2021-06-26T20:33:12Z
CookieSwirlC,hi,2021-06-17T22:25:10Z
CookieSwirlC,I LOVE YOUUUU YOUR MY FAVOURITE YOUTUBER,2021-08-07T20:30:00Z
CookieSwirlC,You are my favorite YouTuber❤,2022-07-23T18:29:30Z
CookieSwirlC,Hi cookie,2023-06-16T11:32:39Z
CookieSwirlC,You are amazing🎉❤,2023-05-17T00:32:12Z
CookieSwirlC,Cool,2021-03-13T19:55:22Z
CookieSwirlC,Your hair looks beautiful,2023-06-03T14:31:22Z
CookieSwirlC,HI,2021-03-04T02:46:59Z
CookieSwirlC,"How do you get this world! And by the way i LOVE mermaids🧜🏼‍♀️, love your vids!!!!!❤❤❤❤❤❤",2023-06-04T16:55:19Z
CookieSwirlC,I Love minecraft ❤ 🍪🍪,2023-07-18T12:15:06Z
CookieSwirlC,can you do more videos  like this  I love you cookie,2017-03-23T00:27:45Z
CookieSwirlC,Cool!,2021-09-14T12:52:10Z
CookieSwirlC,You are the best!,2023-02-09T00:32:13Z
CookieSwirlC,I love the vid,2021-09-03T15:20:59Z
CookieSwirlC,Hiiiiiiiiiiiiiiiiii,2022-02-12T15:34:19Z
CookieSwirlC,I love your minecraft videos,2021-03-26T01:47:15Z
CookieSwirlC,you are awesome,2018-03-23T02:21:27Z
CookieSwirlC,Hi cookie 🍪,2023-06-20T12:23:43Z
CookieSwirlC,I love your vids❤❤❤😊😊,2023-07-01T14:37:20Z
CookieSwirlC,😀😃😃😃😃😃😃,2021-02-18T02:26:14Z
CookieSwirlC,I love your vid,2022-08-18T11:00:01Z
CookieSwirlC,Iove cookie,2023-06-02T17:46:51Z
CookieSwirlC,I wish I was a mermaid,2022-07-05T16:43:29Z
CookieSwirlC,Yay Cookies! 🍪,2017-03-23T00:42:14Z
CookieSwirlC,OMG I Love your vid’s make more!!!!😆😆😆😄😄😄🥳🥳🥳🥳🤩🤩,2022-10-03T14:08:26Z
CookieSwirlC,i wonder if she will post more minecraft videos,2021-11-14T03:34:19Z
CookieSwirlC,The animals are happy you are back so they thrw a party🥳🎉🎊🎆🎆🎇✨🎁,2021-01-25T19:18:35Z
CookieSwirlC,HI  LOVE  YOU,2022-01-03T13:21:26Z
CookieSwirlC,Omg cookie im a fan 😁,2020-11-28T16:50:31Z
CookieSwirlC,I love you ❤️❤️❤️❤️❤️❤️❤️❤️,2021-09-25T02:49:16Z
CookieSwirlC,We love you ❤️‍🔥🍉😜,2022-02-18T03:18:56Z
CookieSwirlC,Nice,2021-03-14T05:58:52Z
CookieSwirlC,LOVE YOUR VIDEOS KEEP ON MAKING MORE I SUB AND LIKE ALSO I HAVE A PET TURTLE❤❤❤❤🍪🍪🍪🍪😊😊😊😊,2023-03-07T07:29:34Z
CookieSwirlC,I love you.,2023-06-02T14:10:34Z
CookieSwirlC,i love it,2017-03-25T23:56:12Z
CookieSwirlC,She&#39;s so pretty owo,2020-08-02T22:05:12Z
CookieSwirlC,Love it,2015-10-19T22:56:30Z
CookieSwirlC,Its 2020 and I&#39;m going back here cuz I used to watch these ALL THE TIME,2020-08-22T14:31:45Z
CookieSwirlC,"I wish you would do a halloween costume diy or makeup, I know that&#39;s not your thing, but I think you would be really good at it! please consider!😄💜💛💚💙👍🍩🍦🍰",2015-10-20T21:23:06Z
CookieSwirlC,Cookie:she has blood red lipstick.                                  Me:I hope your blood is not that dark,2020-08-09T22:57:28Z
CookieSwirlC,she has one ring :D,2015-10-19T23:24:16Z
CookieSwirlC,The background look soo real,2020-07-29T06:03:41Z
CookieSwirlC,and she had one ring on her I don&#39;t know if it was on the right or the left hand 😊😎,2015-10-19T23:09:26Z
CookieSwirlC,I need that doll she&#39;s beautiful as jewels! 😍😆,2015-10-21T05:35:15Z
CookieSwirlC,1 ring and love it can u do a shopkin custom on cookie halloween style thxs cookie,2015-10-19T23:04:09Z
CookieSwirlC,I love your videos!!!!!!!!!!,2020-09-01T21:48:50Z
CookieSwirlC,thats a very cool Barbie,2015-10-21T04:48:28Z
CookieSwirlC,Nice vid u rock :),2015-10-19T23:10:44Z
CookieSwirlC,I love the dolls face,2015-10-19T23:01:36Z
CookieSwirlC,You are awesome!!!!,2015-10-19T22:58:01Z
CookieSwirlC,She has 1 ring and im going to be a vampire bride,2015-10-21T02:12:36Z
CookieSwirlC,she has one ring🐈🐈🐈🐆🐆🐆🐆😜😍😍😍,2015-10-19T23:44:25Z
CookieSwirlC,Hi cookie 😊😁,2015-10-19T23:11:42Z
CookieSwirlC,that doll is super cool,2015-10-19T23:11:10Z
CookieSwirlC,so cool cookie,2015-10-19T22:53:45Z
CookieSwirlC,Cookie you are very inspired me to collect dolls  you are the best cookie,2015-10-21T09:45:20Z
CookieSwirlC,She  has  one  ring .,2015-10-19T22:59:43Z
CookieSwirlC,Your the best,2021-08-03T17:21:15Z
CookieSwirlC,Cool,2015-10-19T23:12:46Z
CookieSwirlC,Love you cookie,2015-10-19T23:30:59Z
CookieSwirlC,where do buy her ?,2015-10-21T01:41:11Z
CookieSwirlC,I Want her she is so awesome,2015-10-19T23:05:26Z
CookieSwirlC,OMG she just posed this and Im already watching it :OO,2015-10-19T22:50:17Z
CookieSwirlC,coooooooooool im going to be a vampire,2015-10-19T23:00:42Z
CookieSwirlC,1 ring by Melanie,2015-10-19T23:04:07Z
CookieSwirlC,never been so early lol,2015-10-19T22:56:06Z
CookieSwirlC,I love you cookie,2020-07-01T15:15:52Z
CookieSwirlC,1 ring!,2023-04-14T23:52:37Z
CookieSwirlC,"You haven&#39;t played in animal jam in so long, come on, plz play like today!",2015-10-19T22:56:14Z
CookieSwirlC,I&#39;m being a vampire,2020-08-04T12:37:00Z
CookieSwirlC,one ring,2015-10-19T23:09:17Z
CookieSwirlC,My birthday is on Friday! I&#39;m super super happy! I&#39;ll be turning 12. My parents say I&#39;m still very kiddie ish. But I don&#39;t care. I love watching your VIDEOS! Yay! Sorry I&#39;m just super happy!,2015-10-19T23:00:32Z
CookieSwirlC,wow the barbie is had too be the holloweeny doll,2020-08-19T08:17:13Z
CookieSwirlC,That looks scary,2020-08-05T20:13:12Z
CookieSwirlC,One ring,2015-10-19T23:19:03Z
CookieSwirlC,"hi cookie be ,y friend on animal jam?",2015-10-19T22:59:17Z
CookieSwirlC,Love you!,2020-10-01T22:33:16Z
CookieSwirlC,Wow,2017-05-17T06:16:15Z
CookieSwirlC,1 ring,2020-10-01T11:24:12Z
CookieSwirlC,Wow creepy,2017-03-09T03:05:04Z
CookieSwirlC,1 ring and cookie you probably won&#39;t see this but you won&#39;t I know that how long does it take you to make a custom shopkin,2015-10-19T23:01:21Z
CookieSwirlC,1big ring too.,2015-10-21T02:49:20Z
CookieSwirlC,cool,2015-10-19T23:34:41Z
CookieSwirlC,I love cake ummm,2015-10-19T23:02:15Z
CookieSwirlC,super cool cookie swirl C,2015-10-19T23:33:46Z
CookieSwirlC,I love your videos!,2020-04-04T15:21:44Z
CookieSwirlC,I love your videos so much,2019-07-04T22:21:18Z
CookieSwirlC,Hi cookie! I  love your videos ❤️❤️,2019-07-02T14:40:55Z
CookieSwirlC,I love it!It&#39;s so cool.,2019-07-02T14:41:29Z
CookieSwirlC,I love your videos they make me so happy🤗,2019-07-02T14:41:06Z
CookieSwirlC,I love the videos 💗,2021-03-03T12:22:24Z
CookieSwirlC,Your amazing!,2019-07-02T14:42:11Z
CookieSwirlC,Thanks for more sims 4 I love you 😀😀😁😁😁🍪🍪🍪🍪,2019-07-02T14:41:46Z
CookieSwirlC,I LOVE IT&#39;S THE BEST,2022-01-19T02:33:24Z
CookieSwirlC,I love your vids cookie this is awsomme❤️👍🏻,2019-07-02T14:41:54Z
CookieSwirlC,i have lots of mermaids in my Sims 4,2021-12-12T04:21:59Z
CookieSwirlC,Make more sims,2021-03-28T18:16:17Z
CookieSwirlC,I LOVE  LOVE  LOVE you&#39;re VIDEOS.,2019-07-02T16:37:52Z
CookieSwirlC,Cookie I ❤️ your vids they make me happy :D,2019-07-04T23:35:59Z
CookieSwirlC,Hi cookie your so amazing and so sweet i love your videos so much,2019-07-02T14:41:24Z
CookieSwirlC,Love it lol,2021-01-08T06:08:20Z
CookieSwirlC,Pretty!😍😘😊😚😙😗☺🤗,2021-04-09T16:39:37Z
CookieSwirlC,I LOVE YOUR PETS,2022-01-19T02:32:30Z
CookieSwirlC,I love you Cookie 😍👌,2019-07-02T14:42:11Z
CookieSwirlC,Cool video!,2019-07-02T16:06:19Z
CookieSwirlC,HI COOKIE,2019-07-02T14:40:46Z
CookieSwirlC,Make more sims 4 ! I like your cookie swirl c shirt in the sims,2023-07-19T03:32:04Z
CookieSwirlC,i love you cookie,2020-04-30T21:18:45Z
CookieSwirlC,"Hi cookie <a href=""http://www.youtube.com/results?search_query=%23notificationsquad"">#notificationsquad</a> ❤️",2019-07-02T14:41:50Z
CookieSwirlC,Cookie I love you if your seeing this have a nice day😊😍😘,2019-07-02T14:40:45Z
CookieSwirlC,I love your videos so much I watch all of them,2019-07-02T14:40:46Z
CookieSwirlC,She has the best videos ever,2020-04-27T16:24:54Z
CookieSwirlC,Bunch o’ cookies for you 🍪🍪🍪🍪🍪🍪 :3,2019-07-02T17:03:16Z
CookieSwirlC,I love you cookie and your dogs,2020-04-29T19:54:19Z
CookieSwirlC,Omg I love your dogs!! They are adorable!!! I love you!! I am your biggest fan!,2019-07-02T16:10:59Z
CookieSwirlC,Love cookie swirl c,2019-07-02T14:41:16Z
CookieSwirlC,hi cookie i really love your vids plz can you add some more obby playing,2022-01-22T20:31:17Z
CookieSwirlC,Hi cookie i love you and your videos<br>I also love your Roblox and Sims videos🤗,2019-07-02T14:41:56Z
CookieSwirlC,Love u cookie,2019-07-02T14:40:47Z
CookieSwirlC,I love it your video cookie,2021-10-15T17:48:31Z
CookieSwirlC,can you please do more sims 4,2020-04-30T21:19:40Z
CookieSwirlC,Hey Cookie Can you make more American doll Videos?,2019-07-02T14:48:18Z
CookieSwirlC,Love your vids cookie!,2019-07-02T14:42:00Z
CookieSwirlC,OMG Cookieeeeeeeeee!!!!! you are my fave youtuber!,2021-07-20T17:53:42Z
CookieSwirlC,Your the best cookie!,2019-07-02T14:40:45Z
CookieSwirlC,Happy vacation,2019-08-05T22:15:37Z
CookieSwirlC,Your the best I love you,2019-07-02T14:40:58Z
CookieSwirlC,Hi I love you so much,2019-07-02T14:40:59Z
CookieSwirlC,Wow 🤩,2022-01-22T06:38:08Z
CookieSwirlC,Heart cookie I love your videos you are awesome,2019-07-02T14:40:51Z
CookieSwirlC,Omg I am early I LOVE YOU COOKIE,2019-07-02T14:40:51Z
CookieSwirlC,Omg hi cookie,2019-07-02T14:40:43Z
CookieSwirlC,Can you make a OMG LOL video I love your videos,2019-07-04T22:51:08Z
CookieSwirlC,Thanks to you Cookie,2020-04-28T21:11:50Z
CookieSwirlC,Hi cookie I love you you are the best,2019-07-02T14:40:35Z
CookieSwirlC,Cookie you are the best and i just love when you post animal shelter its makes me more happier ☺️ :),2021-11-27T21:30:10Z
CookieSwirlC,"Hey there cookie, just wanted to say, you are so kind, unique, and wonderful, have a great day, bye!🍪;D",2021-11-30T21:53:27Z
CookieSwirlC,"Yay Cookie finally your playing Spirit of the North, I have this on my PlayStation 4 and I kinda get dizzy when I play it but I play it anyway! Cookie I thank you because you made me learn English by your videos when I was young.",2021-12-01T17:11:19Z
CookieSwirlC,Hi cookie can you please do more of this? &lt;3,2021-11-30T00:22:06Z
CookieSwirlC,Yay! Cookie posted another amazing video as alwayss! 💞,2021-11-27T20:29:25Z
CookieSwirlC,Thank you! I love fox’s!<br>You made my day so much better 💖🥺,2021-11-27T20:36:12Z
CookieSwirlC,"Hello :) this is a message from my 6 years old daughter :*<br>Cookie, I really would like you to do more  Spirit of the North videos :) I&#39;m your big fan from Belfast, Northern Ireland.<br>I really hope I could see you one day :)<br>I love you and your channel:) bye bye, Lilly :*",2022-10-03T21:29:05Z
CookieSwirlC,"OMG cookie, it makes me so happy just to watch your video just an hour after it was posted. You always make my day.",2021-11-27T22:21:51Z
CookieSwirlC,Keep up the awesome videos 😊,2021-11-27T20:33:50Z
CookieSwirlC,Cookie always makes every ones day better,2021-11-27T20:29:19Z
CookieSwirlC,This looks amazing so excited for another video about this because I love animals and you❤️🧡💛💚💙🍩🍰🧁🍿🍫🍡🍪🍪,2021-11-27T20:30:04Z
CookieSwirlC,I have been a fan for 5 years ! I would watch you on my tablet all the time.i was so happy when you posted and I can’t believe you have grown so much &lt;3,2022-01-05T22:24:47Z
CookieSwirlC,Love your videos so much!,2021-11-27T20:28:46Z
CookieSwirlC,I love it when she uploads new videos,2021-11-28T00:12:33Z
CookieSwirlC,"Hey Cookie there is a Hidden Ending of Lab in piggy<br><br>1. Escape Docks without Pony attacked.<br>2. Open up blue key door, use &quot;487654&quot; in the code.<br>3. Lab + Bot, unlock the vents<br>1. Spawn<br>2. Near yellow key room <br>3. Near the blue card room<br>4. In blue card room<br><br><br>Let others translate.",2021-11-30T21:00:16Z
CookieSwirlC,Aww fox🥺💕<br>Thx cookie for playing this.. i love fox and wolf ad all animals... well not bugs tho.. but still thank you for playing this😁,2021-11-28T00:52:12Z
CookieSwirlC,Wow it&#39;s beautiful  and the detail in the game is perfect  🥰,2021-11-28T01:41:41Z
CookieSwirlC,omg cookieswirlc i just found you again after watching u sm during my childhood.. glad you&#39;re still active stay safe out there! 💝🍪,2022-07-02T00:09:49Z
CookieSwirlC,&quot;Congrats to everyone who is early and found this comment&quot; 🍍<br><br>                    (ʀᴇᴀᴅ ᴍʏ ɴᴀᴍᴇ ʙᴛᴡ) 💛,2022-06-29T22:29:55Z
CookieSwirlC,Hi Cookie!! Can you play Bonnie’s Bakery? It’s a horror game,2022-06-29T22:49:02Z
CookieSwirlC,"Cookie, Can You Play Helltown? It`s A Horror Game...I Love You`re Videos Cookie!",2022-07-03T08:48:53Z
CookieSwirlC,"Hey cookie!!, Nice video you made!!",2022-06-29T23:50:46Z
CookieSwirlC,Amazing as always! 😊,2022-06-29T22:38:03Z
CookieSwirlC,Thank you for these amazing videos they make my day!,2022-06-30T00:56:05Z
CookieSwirlC,yay more poppy play time,2022-06-30T02:21:38Z
CookieSwirlC,"hey cookie again !! i just want to request a game , can you play the man in the window ? tysm",2022-07-01T13:47:45Z
CookieSwirlC,Great job on 18M subs!!!! &lt;33333,2022-07-01T22:35:17Z
CookieSwirlC,Hi Cookie your videos make my day <br>Here’s some cookies for you 🍪🍪🍪🍪🍪🍪🍪🍪🍪🍪🍪🍪🍪🍪🍪🍪🍪🍪🍪,2022-06-29T22:56:13Z
CookieSwirlC,I haven’t watched cookie swirl C in 3 years! :) I still remember your old avatars!,2022-07-02T01:50:56Z
CookieSwirlC,Hi cookiee,2022-06-29T22:30:12Z
CookieSwirlC,Cool vid,2022-06-29T22:30:16Z
CookieSwirlC,Keep it up!,2022-07-01T13:54:30Z
CookieSwirlC,Hi Cookie I want to ask if you could play the man from the window? Love all of your vids! :) 🍪,2022-07-01T17:06:44Z
CookieSwirlC,I love your vids❤️,2022-07-01T08:32:28Z
CookieSwirlC,Cookie can you do more of playing whatever my followers are playing? I love your channel so much 😍 🍪🍪,2022-07-01T22:59:18Z
CookieSwirlC,You can do random games? That&#39;s so cool! I&#39;m gonna try!,2022-07-01T05:07:26Z
CookieSwirlC,I ❤️ your vids you&#39;re the best YouTuber EVER!!❤️❤️❤️❤️❤️🌈🌈🍪🍪🍪🍪🍪🍪🍪🍪🍪🍪🍪🍪🍪,2022-06-30T01:28:45Z
CookieSwirlC,I love your Videos Cookie 🍪😍,2022-06-29T22:35:21Z
CookieSwirlC,Thanks for making my day cause my parents had an argument lately,2022-06-30T23:36:15Z
CookieSwirlC,amazing I love your videos they make me smile all the time here is an cookie for you🍪,2022-07-01T20:39:45Z
CookieSwirlC,Please do more Kitten Match videos! I really enjoy those videos. My favorite animal is a cat!,2022-06-30T15:14:13Z
CookieSwirlC,And I love your videos 😍,2022-06-30T02:55:37Z
CookieSwirlC,i love ur vids,2022-06-30T05:37:20Z
CookieSwirlC,We always appreciate how you intatain other people,2022-08-08T15:15:50Z
CookieSwirlC,we LOVE 💘 you  Cookie!!❤,2023-06-09T05:12:48Z
CookieSwirlC,Hi cookie! You have to find LOL colour <br>Changing secrets !BUT you can  change their colour with Ur warm hands that&#39;s all I whant but I love your videos bye cookie🍪,2022-10-18T03:30:20Z
CookieSwirlC,So cute!! Love you cookie💖💖💖,2023-04-17T13:38:20Z
CookieSwirlC,I love youuuuuuuuuuuuu,2022-08-13T00:40:26Z
CookieSwirlC,"I love your videos ❤,",2023-08-06T17:23:07Z
CookieSwirlC,They are cool I have one😀,2021-03-04T16:08:52Z
CookieSwirlC,Love you cookie 🍪,2019-11-18T05:24:39Z
CookieSwirlC,Lol we love you cookie cool hair,2023-05-03T12:39:08Z
CookieSwirlC,Love it,2020-10-10T05:12:48Z
CookieSwirlC,I love your videos sooooooooooooooooooo much! I also just had to get one of those.,2022-01-05T23:58:10Z
CookieSwirlC,Can you make more  sims,2022-08-18T03:31:36Z
CookieSwirlC,🍪🍪🍪❤,2021-10-22T16:25:48Z
CookieSwirlC,Hi  cookie,2023-03-14T10:15:43Z
CookieSwirlC,We love ur videos cookie!!,2021-11-12T23:44:17Z
CookieSwirlC,I love you,2020-08-10T17:26:35Z
CookieSwirlC,Hi cookie! I love your vids and keep  being you!,2019-11-18T05:24:47Z
CookieSwirlC,I love you cookie i also like cookies,2019-11-18T05:26:38Z
CookieSwirlC,cookie i love you,2021-06-22T14:44:59Z
CookieSwirlC,Your the best Cookie,2019-11-18T05:24:51Z
CookieSwirlC,I hope you enjoy the last part of this story game. I will miss playing it. 🥰🥰❤❤❤❤❤❤<br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br>I made these cookies for you to enjoy as you watch the video 🍪🍪🍪🍪🍪🍪🍪🍪🍪😃😃😃😃,2021-11-08T18:15:08Z
CookieSwirlC,Hi cookie! I hope you&#39;re having a great day/night! Thank you for always posting these brilliant videos and making us happy! We love you cookie!,2021-11-08T18:34:04Z
CookieSwirlC,Nooooooooooooo! That was so sad! My favorite ending was the True Ending. I just wish the security guard could&#39;ve escaped too! Love you Cookie and love this game!,2021-11-13T16:19:47Z
CookieSwirlC,Hey cookie! Maybe you could play more of the games that this person made!,2021-11-08T21:05:09Z
CookieSwirlC,"at first i thought that the ending will be scary but when i saw it was very sad and wholesome at the same time every moment was full with sadness , fear ,love and  the state of  feeling safe stable and free from fear or anxiety 😇😇😭😭 and btw cookie is the best yt out there",2021-11-09T08:47:58Z
CookieSwirlC,"I love the game Ann, thank you for playing and all the effort you put into all of your video thank you so much cookie!🙂😄🍪",2021-11-08T23:06:01Z
CookieSwirlC,The fire reminded me of IB. Can you play that cookie? It’s a great game! Love this series!,2021-11-08T21:43:44Z
CookieSwirlC,His a ghost !? Weird but his a nice ghost im proud !,2021-11-09T06:17:03Z
CookieSwirlC,I felt so moved in the true ending 😅,2021-11-10T14:27:05Z
CookieSwirlC,Hi cookie!<br>I&#39;m ur biggest fan!. I&#39;ve been watching ur vids since 2014!!<br>I never miss any vids!<br>Thank you soo much for making me happy with your amazing vids!!<br>Here some cookie for you 🍪🍪🍪🍪🍪🍪🍪🍪🍪🍪🍪🍪🍪🍪🍪🍪🍪🍪🍪🍪🍪🍪🍪🍪🍪🍪🍪❤️❤️❤️❤️❤️❤️❤️❤️,2021-11-08T18:23:54Z
CookieSwirlC,"OMG WOW THIS WAS AMAZING!!!! (Kinda scary animation at first I gotta admit😬 But I got used to it!😉)  The endings were insain!!!! I loved the true ending! It was awesome! The only t.hing they should&#39;ve added was Ann telling Mya, Charles, and the police everything she remembers! And her showing them the picture! Anyways have a nice day everyone and stay safe!😁♥️🍪",2021-11-10T15:49:08Z
CookieSwirlC,I don’t want Ann to end 😭😭😭😭 I love when you play Ann,2021-11-08T22:48:45Z
CookieSwirlC,Keep up the awesome videos 😊,2021-11-08T18:27:54Z
CookieSwirlC,love the series at the end it made me cry,2021-11-09T02:40:41Z
CookieSwirlC,Awwww the endings were so sad but i really enjoyed you playing it I even cried it was to sad she remembered the guard with there memories and there picture😥 It was to sad😥  i love you cookie!,2021-11-08T19:03:21Z
CookieSwirlC,Hi cookie can you make more genshin impact pls thank you 🥰,2021-11-08T18:50:00Z
CookieSwirlC,I love all your Ann videos,2021-11-09T00:21:54Z
CookieSwirlC,The ending was super sad but you are the best ❤️😊☺️,2021-11-08T19:07:47Z
CookieSwirlC,Hi cookie I haven’t watched you in a long time but I’m so happy that you made a video,2021-11-08T19:12:36Z
CookieSwirlC,Aww the true ending I have happy tears rn :(,2021-11-09T00:42:25Z
CookieSwirlC,Hey cookie! Thanks for the cookies btw . The thing is on my lil sisters followers on roblox it says you :o,2021-11-08T18:50:13Z
CookieSwirlC,"I really loved this game. Thank you for playing it, Cookie.",2021-11-08T20:37:25Z
CookieSwirlC,I love how she said “alright cookie fans” that makes our day!,2021-11-10T21:18:19Z
CookieSwirlC,The true ending was happy and sad I’m cryying,2021-11-08T19:58:07Z
CookieSwirlC,Hi Cookie!,2021-11-08T18:20:38Z
CookieSwirlC,This was EPIC but sad!,2021-11-10T01:28:59Z
CookieSwirlC,Cookie please do more Brookhaven as  a doctor please,2021-11-08T22:40:23Z
CookieSwirlC,Cookie oh my god I’ve been friending you on Roblox for so long and then you finally friend me thank you thank you thank you thank you thank you you’re the best and I’ve been crying a lot before because you didn’t friend me but whenever I’m crying I’m happy when I watch your videos thank you cookie🍪🍩🍪🍩🍪,2021-11-09T03:00:39Z
CookieSwirlC,They should’ve made it so that the that the ghost who turned good makes Ann an offer to bring the security to life every night.,2021-11-13T02:07:23Z
CookieSwirlC,I had a nice time watching &quot;ANN&quot; videos . Cookie I love all of your video . I really enjoyed it . ☺ ❤🍪🍪,2021-11-08T20:03:38Z
CookieSwirlC,Hi,2021-11-08T18:19:01Z
CookieSwirlC,goob job cookie 🍪🧁,2023-04-10T07:20:11Z
CookieSwirlC,I love youuuuuu:),2022-01-24T00:10:56Z
CookieSwirlC,She cute❤️💛💚💙💜🧡🌈,2021-07-11T04:14:07Z
CookieSwirlC,Cool thanks   !,2022-12-10T17:46:57Z
CookieSwirlC,Your the best❤,2023-05-01T00:32:54Z
CookieSwirlC,Me too❤,2023-04-08T04:47:53Z
CookieSwirlC,I LOVE YOUR VIDEO,2020-12-12T21:37:56Z
CookieSwirlC,Your soo kind I always watch your vids😊😊😊😊😊😊😊😊😊😊😊😊,2023-06-17T21:02:29Z
CookieSwirlC,🎉wow!!!!!!!!!!🎉,2023-07-18T19:33:26Z
CookieSwirlC,Good ❤and thanks for letting 🙏,2023-04-28T15:42:59Z
CookieSwirlC,I love  Rainbows,2022-08-15T17:58:21Z
CookieSwirlC,cookie love the vids,2023-06-18T13:39:56Z
