Youtuber,Comments,Date
CookieSwirlC,Hi cookie love the vids,2023-07-29T02:43:33Z
CookieSwirlC,Love it so much ❤❤❤❤,2023-08-03T11:23:02Z
CookieSwirlC,Wish I could buy it. It looks so much fun to play.,2023-07-29T04:55:17Z
CookieSwirlC,Amazing make more! I love you cookie! Also could you play Cruise story next? I think you would love it!🚢,2023-07-29T00:00:15Z
CookieSwirlC,I love this game ❤❤,2023-07-29T09:03:55Z
CookieSwirlC,Great videos.,2023-07-29T00:01:59Z
CookieSwirlC,"I laughed so much when goofy fishing on the pond ursala is at,is just like goofy wants a gigantic catch which is Ursala 😂😂😂😂😂 Btw cookie i really love your vids you are one of my fav youtubers!! Keep it up Cookie!! Here is some cookies for you to calm down and relax a bit 🍪🍪🍪🍪🍪🍪❤❤❤❤",2023-07-29T01:28:25Z
CookieSwirlC,I love when you match with your fans that so sweet❤❤❤❤,2023-08-09T01:57:23Z
CookieSwirlC,You’re so kind! I was on the game with you and you said hi yo me!! You’re the best!!🍪🍫🍓❤️🐈🎊,2023-08-09T07:00:01Z
CookieSwirlC,your the best cookie,2023-08-08T20:37:16Z
CookieSwirlC,"Hi cookie! you’re amazing, and I was wondering when you were going to play with chad ryan and lastic again?? 💫",2023-08-09T00:28:03Z
CookieSwirlC,You are the kindest person cookie,2023-08-09T07:32:35Z
CookieSwirlC,I love your videos Cookie!❤❤ Here are lots of cookies for you! 🍪🍪🍪🍪🍪🍪🍪🍪🍪🍪🍪🍪🍪🍪🍪🍪🍪🍪🍪🍪🍪🍪🍪🍪🍪🍪🍪🍪🍪🍪🍪🍪🍪🍪🍪🍪🍪🍪🍪🍪🍪🍪🍪🍪🍪🍪🍪🍪🍪🍪🍪🍪🍪🍪🍪🍪🍪🍪🍪🍪🍪🍪🍪🍪🍪🍪🍪🍪🍪🍪🍪🍪🍪🍪🍪🍪🍪🍪🍪🍪🍪🍪🍪🍪🍪🍪🍪🍪🍪🍪🍪🍪🍪🍪🍪🍪🍪🍪🍪🍪🍪🍪🍪🍪🍪🍪🍪🍪🍪🍪🍪🍪🍪🍪🍪🍪,2023-08-08T22:27:22Z
CookieSwirlC,Hi cookie here are some cookies for you!🍪🍪🍪🍪🍪🍪🍪,2023-08-08T20:29:18Z
CookieSwirlC,More ruin dlc please 5000 cookies for you 🍪🍪,2023-08-09T19:29:01Z
CookieSwirlC,Cookie i love you and your the kind of YouTuber that pays attention to your fans ❤❤,2023-08-09T01:49:42Z
CookieSwirlC,Love you and your videos Cookie ❤,2023-08-08T20:27:54Z
CookieSwirlC,You make my day every day your the best youtuber ever❤ these are for you 🥛🥛🥛🍪🍪🍪🍪🍪🍪,2023-08-09T01:32:42Z
CookieSwirlC,Love you cookie 🍪 ❤,2023-08-09T01:09:32Z
CookieSwirlC,Your soo sweet I’ve been watching since 2014,2023-08-09T07:17:42Z
CookieSwirlC,This game looks so cute!😍💕,2023-08-08T20:29:37Z
CookieSwirlC,Yay I saw me and my brother in there!!,2023-08-09T01:53:20Z
CookieSwirlC,Your the best here have a cookie 🍪🍪🍪,2023-08-09T14:29:44Z
CookieSwirlC,OMG I REMEMBER WHEN I ALWAYS WATCHED HER❤,2023-08-09T17:34:42Z
CookieSwirlC,Cookie you are so sweet❤❤❤❤❤❤❤,2023-08-09T19:52:17Z
CookieSwirlC,❤ sunflower kitties!,2023-08-09T15:59:53Z
CookieSwirlC,🍪🍪🍪🍪 love your vids they make me smile every day🍪🍪🍪🍪,2023-08-09T18:51:16Z
CookieSwirlC,It&#39;s so amazing and cool Cookie🍪❤,2023-08-09T02:02:36Z
CookieSwirlC,Hi 🍪🍪 cookie 🍪🍪 <br>I luv ur vids I&#39;m a fan from 2016<br>Can you please play spirit of the north ❤❤,2023-08-09T11:17:16Z
CookieSwirlC,I like the sprout cluster 😂,2023-08-08T21:13:48Z
CookieSwirlC,"I got put on detention once friend made impression of my voice and said something,teacher put me on detention for no reason 👺",2023-08-08T23:36:20Z
CookieSwirlC,Love you cookie❤🍪,2023-08-09T03:43:46Z
CookieSwirlC,COOKIE I HAVE WATCHED U FOR YEARS AND I DON&#39;T GET TIRED OF IT,2023-08-08T20:51:30Z
CookieSwirlC,i play ittt,2023-08-09T18:59:14Z
CookieSwirlC,Cute!,2023-08-09T01:38:32Z
CookieSwirlC,I love you cookie 🍪🍪🍪🍪🍪🍪🍪🍪❤❤❤,2023-08-09T07:09:38Z
CookieSwirlC,I love you cookie,2023-08-08T22:34:02Z
CookieSwirlC,Hii cookiee,2023-08-09T09:12:48Z
CookieSwirlC,Here is a cookie for you,2023-08-09T23:04:16Z
CookieSwirlC,cookie I love your fans because they are all so sweet,2023-08-09T16:39:34Z
CookieSwirlC,Yass 😘😊,2023-08-09T21:11:24Z
CookieSwirlC,Love it!,2023-08-08T20:30:25Z
CookieSwirlC,Cookie escape the detention,2023-08-08T23:40:41Z
CookieSwirlC,I love you’re Chanel,2023-08-09T18:20:11Z
CookieSwirlC,What game is it?,2023-08-08T20:57:49Z
CookieSwirlC,Here cookies u better eat them before the rats come and eat the cookies 🍪 🍪🍪🍪🍪🍪🍪🍪🍪🍪🍪🍪🍪🍪🍪🍪🍪🍪🍪🍪🍪🍪🍪🍪🍪🍪🍪,2023-08-08T20:51:31Z
CookieSwirlC,hiii omg im crying aaaa omg hiiiii,2023-08-09T18:58:24Z
CookieSwirlC,"Cookie, I’ve been watching you for about five years",2023-08-08T22:40:34Z
CookieSwirlC,Hi cookie 🍪! Here’s some cookies 🍪  🍪  🍪,2023-08-08T20:29:20Z
CookieSwirlC,HIIIII COOKIE! srry i couldnt join u in every game😟( love ur vids! - from phil),2023-08-08T21:30:39Z
CookieSwirlC,Hiiii cookie,2023-08-08T21:19:29Z
CookieSwirlC,Cookie you&#39;re a v tuber now The only video I remember are the fnaf action figures.,2023-08-09T08:19:50Z
CookieSwirlC,i love you,2023-08-09T18:57:37Z
CookieSwirlC,❤❤❤,2023-08-08T23:35:45Z
CookieSwirlC,I have been watching u for 7 years,2023-08-08T23:09:27Z
CookieSwirlC,Hey I can’t believe I am so early please reply and can you start doing lps vids again they were my favorite please 🫶🫶🫶🫶🫶🫶🫶,2023-08-08T20:43:46Z
CookieSwirlC,I love how it says detention <b>fun</b> <br>I love your videos cookie :D,2023-08-08T21:52:07Z
CookieSwirlC,That&#39;s a cute collection :),2014-05-04T00:36:06Z
CookieSwirlC,Sugar....I loved your nail polish color. so pretty. These are adorable! I haven&#39;t seen these before. Are these new releases? I love the little animal marbles. Can&#39;t wait to see what happens to Lisa.,2014-05-02T18:36:26Z
CookieSwirlC,I love the coala!:3 <br>P.s:can they blow in the night?,2014-06-18T19:27:57Z
CookieSwirlC,Sugar! Oh my gosh I&#39;m going to get that set when i see it in stores hehe :),2014-05-02T22:57:14Z
CookieSwirlC,So cute!!!,2014-05-02T21:33:58Z
CookieSwirlC,So cute!!!,2014-07-07T22:43:59Z
CookieSwirlC,Where did you get those?! They&#39;re adorable!,2014-06-15T16:50:10Z
CookieSwirlC,Love it !!,2014-05-03T02:45:06Z
CookieSwirlC,Cookie I love all your energy and excitement you make everyone smile all day long! We all love you!,2014-05-02T19:31:06Z
CookieSwirlC,Those pets are adorable I have never seen those before,2014-05-04T01:32:31Z
CookieSwirlC,Awesome!!!!!!! I love them! :),2014-05-02T17:08:04Z
CookieSwirlC,"OMG, you&#39;re so lucky, I wish I had these Littlest pet shop, loved the video",2014-05-02T19:12:41Z
CookieSwirlC,OMG so cute! Great video! :),2014-05-02T17:24:08Z
CookieSwirlC,"They are all so cute!! Also, sugar :)",2014-05-09T20:41:22Z
CookieSwirlC,Love it ,2014-05-03T01:43:58Z
CookieSwirlC,"SUGAR, SUGAR, SUGAR!!!<br>Those pets are so unique and AWESOME!",2014-05-03T03:27:52Z
CookieSwirlC,There so cute!:D,2014-06-13T13:40:06Z
CookieSwirlC,my friend used to always  have dots in her lunch (she would share them) but she developed a allergic reaction to them😭,2014-08-07T03:28:33Z
CookieSwirlC,Sugar! Yay!!! The lps are soooo adorable! ,2014-05-03T01:21:48Z
CookieSwirlC,Where do you get these good and fantastic ideas!!!<br><br>,2014-05-17T21:35:43Z
CookieSwirlC,totally LOVE this video!!! I love the gummy LPS!!!,2014-12-30T17:57:27Z
CookieSwirlC,love them!!!,2014-05-04T09:08:18Z
CookieSwirlC,Can&#39;t wait to see this LPS in your show,2014-05-03T00:06:03Z
CookieSwirlC,OMG!!sooo cute!!:-),2014-05-04T15:31:58Z
CookieSwirlC,love this!,2014-05-04T17:06:26Z
CookieSwirlC,Cute video :),2014-05-02T17:53:25Z
CookieSwirlC,Sugar!!! Love your videos!!! They were SOOO cute!!! &lt;3,2014-05-02T23:44:31Z
CookieSwirlC,i have got that set :D,2014-05-03T09:13:52Z
CookieSwirlC,Sugar!!!!!!that set is super duper cute!!!:),2014-05-02T20:48:04Z
CookieSwirlC,I have that set as soon as I saw them I picked them up &amp; bought <br>Them as fast I could !💬❤,2014-07-28T10:13:26Z
CookieSwirlC,Imagine they were really candies<br>,2014-06-11T21:27:21Z
CookieSwirlC,I love your nail polish colour. they are so pretty. they look like strawberry ice cream!<br> ,2014-06-23T15:36:20Z
CookieSwirlC,I love them,2014-05-03T18:14:41Z
CookieSwirlC,Awww it&#39;s so precios review &lt;3 I luv them because they look exactly like gummys Daww,2014-05-02T17:28:15Z
CookieSwirlC,sugar!!!! :) love it!,2014-05-02T23:57:33Z
CookieSwirlC,I have that purple peacock!!,2014-05-02T22:51:25Z
CookieSwirlC,They do look SO GUMMY!!!!! I love ur nails too,2014-05-02T22:32:12Z
CookieSwirlC,I have them 😆,2014-05-03T21:13:51Z
CookieSwirlC,Sugar!!!!!!! Omg this is YET the cutest and coolest Lps I&#39;ve seen omg!!!!!!,2014-05-13T00:01:15Z
CookieSwirlC,SUGAR!<br>Where did you get this set?,2014-05-02T22:30:45Z
CookieSwirlC,YAY SUGAR! And I have no idea how to use a PO box but i will hopefully learn one day! ,2014-05-03T02:12:15Z
CookieSwirlC,I love ur videos!,2014-05-03T16:42:52Z
CookieSwirlC,I can&#39;t stop loving your humor and Chanel!!!!!!!! I&#39;m super hyper!!!!,2014-05-03T10:15:27Z
CookieSwirlC,Sugar!!!! LOL i loved the voice at the end LOL YOU ARE VERY TALENTED!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!   That is one awesome set,2014-05-03T01:35:13Z
CookieSwirlC,That’s okay when is broken because is still cool! Cookie,2021-12-13T07:44:26Z
CookieSwirlC,Poppy Looks Like Herself!,2021-12-15T07:29:57Z
CookieSwirlC,I think Cooper is hard to make ☹︎,2021-12-13T02:18:52Z
CookieSwirlC,IT&#39;S OK.   COOKIE.    YOU.  TRY.   YOUR.    BEST.,2021-12-14T21:32:08Z
CookieSwirlC,I LOVE YOU COOKIE!!!🍪,2021-03-15T22:32:53Z
CookieSwirlC,I think they look pretty good!😃,2021-08-22T14:48:38Z
CookieSwirlC,Wow 🤩,2021-11-26T19:43:38Z
CookieSwirlC,You just did your best cookie!!!,2021-12-24T04:09:43Z
CookieSwirlC,My baby girl loves you &lt;3,2022-07-25T17:12:33Z
CookieSwirlC,I like your videos.),2021-07-14T15:59:01Z
CookieSwirlC,cookie im sorry u failed but i lovee ur vids,2020-07-30T00:54:11Z
CookieSwirlC,IM TRYING TO CONTROLL MY HAPPINESS 😊😂,2023-06-22T05:03:17Z
CookieSwirlC,Its ok cause you try your best,2021-07-11T03:20:57Z
CookieSwirlC,"<a href=""https://www.youtube.com/watch?v=l9BENU9WZ_s&amp;t=2m25s"">2:25</a> cookie used plaster",2021-01-30T00:53:28Z
CookieSwirlC,I’m your newest cookie fan,2023-04-11T22:33:45Z
CookieSwirlC,I have been a fan of you for eight years,2022-03-15T14:30:54Z
CookieSwirlC,You are amazing,2018-09-02T18:41:23Z
CookieSwirlC,The trolls that were able to be saved were so cute,2021-08-17T01:05:31Z
CookieSwirlC,You tried your best,2022-07-15T14:33:30Z
CookieSwirlC,It’s a 3D poppy,2021-07-02T02:10:13Z
CookieSwirlC,I remember watching you when I was a child😣 I still love your videos till this day😊,2022-01-15T22:41:55Z
CookieSwirlC,Yay I love this series I’ve been watching for 8 years! Your videos make having Covid better! Can’t wait for 10,2022-01-12T18:03:14Z
CookieSwirlC,"you made my day cookie, tysm ly &lt;3!! hope everyone having a good day 🍪💗",2022-01-10T19:57:07Z
CookieSwirlC,YAYY!!! IM SO HAPPY!!! TYSM FOR ALWAYS LIGHTENING UP MY DAY!! &lt;333,2022-01-10T23:25:12Z
CookieSwirlC,thank you cookie for making my day 😊💕💖 and I love your new profile :),2022-01-12T02:07:57Z
CookieSwirlC,Freddy jumpscaring you due to low power after saying “shame on you” is hilarious and surprisingly perfect.,2022-01-10T23:18:25Z
CookieSwirlC,YAY I LOVE YOUR VIDEOS I WATCH YOU ALL THE TIME YOU ARE MY FAVORITE YOUTUBER I HOPE YOU ENJOY THE GAME&lt;33,2022-01-11T01:06:00Z
CookieSwirlC,Can We appreciate the time she spend on her video,2022-01-10T19:48:44Z
CookieSwirlC,I love your videos!,2022-01-10T19:48:59Z
CookieSwirlC,Hi cookie :D ur vids are so cool i like your content !😊,2022-01-10T19:48:06Z
CookieSwirlC,Keep up the good work!,2022-01-10T19:52:44Z
CookieSwirlC,"I need more, the series is so interesting!!!! And make sure to give Chica a pizza &lt;333",2022-01-10T22:19:35Z
CookieSwirlC,hi cookie i hope your having a goid game ❤️🦋 i love your videos . You always make my day way better❤️🦋,2022-01-10T19:49:41Z
CookieSwirlC,I love these vids btw keep doing what you do you make me and other people happy❤️,2022-01-11T00:44:26Z
CookieSwirlC,omg im so excited to watch this you always make my day cookie im so excited for the next part! ily cookie and I will forever! 🍪❤️🍪❤️🍪❤️🍪🍪🍪🍪🍪🍪🍪,2022-01-10T22:17:14Z
CookieSwirlC,Yay! I just woke up and now I get to watch this!,2022-01-10T20:42:06Z
CookieSwirlC,"Hey Cookie you can use your laser gun to stun the bots, Chica, Roxy, and Freddy. Except Monty",2022-01-10T20:55:17Z
CookieSwirlC,I can&#39;t wait till she sees the ending 😭 I don&#39;t wanna spoil it 😉😓,2022-01-11T09:42:13Z
CookieSwirlC,Who is og? I started watching her 6 and a half yrs ago! And still watch her today💞,2022-01-28T21:06:19Z
CookieSwirlC,Cookie 🍪💝 you should ask the chef to make you a 🍕 and a drink! 💖 YOU COOKIE 🍪💝🍪💝,2022-01-11T09:12:51Z
CookieSwirlC,Loved the vid! Keep up your amazing(ness) !!,2022-01-12T01:51:33Z
CookieSwirlC,your doing a great job i used to love your videos keep up the good work,2022-01-11T01:04:53Z
CookieSwirlC,Cookie in your biggest fan and keep doing awesome :D,2022-01-10T19:58:53Z
CookieSwirlC,"I love your videos, can’t wait for the next part 😊",2022-01-11T13:02:23Z
CookieSwirlC,This is amazing thank you cookie!,2022-01-10T19:48:24Z
CookieSwirlC,Omg I love these videos! I absolutely love them! There are so so so so so good so here’s a cookie cookie:)🍪🍪🍪,2022-01-10T20:36:59Z
CookieSwirlC,yay a new security breach can not wait for the next one!!,2022-01-11T01:10:33Z
CookieSwirlC,"<a href=""https://www.youtube.com/watch?v=_gK_6zDtm0Q&amp;t=8m29s"">8:29</a><br>“ So am I suppose to make Chica a pizza?? “<br><br>-Cookie",2022-01-10T23:54:06Z
CookieSwirlC,AHHHH COOKIE I LOVE THIS SERIES SM I LOOK FORWARD TO IT EVERY DAY!!! Ps. Can the chef bot make me pizza bites and Lemmonade 😉,2022-01-11T01:20:14Z
CookieSwirlC,"Cookie you can play the princess Quest game at Vanessa,s room anyways i  <br>Love your vids cookie you make my day better keep making videos plsss 😊😊👍",2022-01-11T03:52:18Z
CookieSwirlC,I just got home from school and I’m so exited to watch this new episode!,2022-01-10T20:58:24Z
CookieSwirlC,you always make our day shine bright i can not wait for the next part!!,2022-01-11T00:38:24Z
CookieSwirlC,Cookie Love when you play security breach 😆,2022-01-10T20:03:03Z
CookieSwirlC,this queen is not scared of jumpscares<br>she <b>STRONG</b>,2022-01-10T19:58:19Z
CookieSwirlC,Hi,2022-01-10T19:47:56Z
CookieSwirlC,I love the new security breach!😍 but also the save table things can save your spot in the game if you die. Have a great day☺️,2022-01-10T23:07:20Z
CookieSwirlC,"Hey Cookie, since you have the lazer gun can&#39;t you just stun the security bots?",2022-03-21T01:00:11Z
CookieSwirlC,Hi CookieSwirlC!,2022-01-10T19:48:31Z
CookieSwirlC,You make my day your so fun to watch it love you videos God bless you 💗,2022-01-10T21:29:59Z
CookieSwirlC,Hey Cookie fans! Having a good day?💖,2022-01-10T19:51:08Z
CookieSwirlC,Omg thank you so much for making another part🌝💕🍪🍪🍪🍪🤗,2022-01-10T22:15:31Z
CookieSwirlC,Cookie thank you for posting so fast you are the best🥘🍪,2022-01-11T03:04:04Z
CookieSwirlC,Cookie I wish I can join you someday on roblox 😭,2022-01-10T19:48:28Z
CookieSwirlC,I cant wait for the next part! I love ur vids!!,2022-01-11T02:48:53Z
CookieSwirlC,"<a href=""https://www.youtube.com/watch?v=_gK_6zDtm0Q&amp;t=7m25s"">7:25</a> Roxy: I bet I’m your favorite <br>Cookie: SHE IS THE FAVORITE",2022-02-28T01:11:22Z
CookieSwirlC,I can’t wait to see the ending 😁,2022-09-25T21:13:41Z
CookieSwirlC,I love how she always make our days!! Ly cookie ur the best!!! God bless you!!💕💕,2022-01-10T19:48:53Z
CookieSwirlC,Yay I am so happy you made another<br>Five nights at Freddy video! I love these<br>Videos so much! ILYSM cookie 🍪🍪🍪🍪🍪,2022-01-11T00:20:09Z
CookieSwirlC,<b>YES!! FNAF SB THE MOST AMAZING GAME IN THE ENTIRE FNAF FRANCHISE</b>,2022-01-11T00:04:55Z
CookieSwirlC,"Next time can u play all the princess quest games there are princess quest 1, 2, and 3",2022-01-13T03:08:35Z
CookieSwirlC,Olaf&#39;s Frozen Adventure is going to be really great. Let&#39;s be cookie fans,2017-11-02T00:33:04Z
CookieSwirlC,I love the theater part,2023-07-03T11:00:03Z
CookieSwirlC,Love it,2017-11-01T22:01:26Z
CookieSwirlC,Hii,2018-05-15T20:37:00Z
CookieSwirlC,Love you cookie!!!😋🍪🍪🍪🍪,2018-05-15T20:37:42Z
CookieSwirlC,Hi cookie,2018-05-15T20:37:34Z
CookieSwirlC,Hi cookie love you 😀,2018-05-15T20:36:59Z
CookieSwirlC,COOKIE COOKIE I GOT UR SHIRT ON ROBLOX YAY!,2018-05-15T20:36:58Z
CookieSwirlC,hi!,2018-05-15T20:36:53Z
CookieSwirlC,Love you,2018-05-15T20:36:46Z
CookieSwirlC,I LOVE YOU COOKIE!!!,2018-05-15T20:36:57Z
CookieSwirlC,im a gummy bear  :D :D !!!!,2020-12-04T16:26:23Z
CookieSwirlC,❤️❤️🍪🍪🍪🍪🍪😆😆,2022-09-29T12:05:24Z
CookieSwirlC,Love you cookie,2018-05-15T20:37:08Z
CookieSwirlC,I love you,2018-05-15T20:36:59Z
CookieSwirlC,I wish I can play with u cookie but I&#39;m always busy 😥😥😥,2018-05-15T20:37:22Z
CookieSwirlC,I 💗 YOU  COOKIE,2018-05-15T20:37:11Z
CookieSwirlC,<b>love you cookie!!</b>,2018-05-15T20:36:52Z
CookieSwirlC,Cookie you are AWSOME and please do more roblox with Chad. LOVE YOU COOKIE 🍪😘🍪😘🍪😘🍪😘,2018-05-15T20:37:41Z
CookieSwirlC,Hi cookie,2018-05-15T20:37:01Z
CookieSwirlC,Roblox love you cookie!,2018-05-15T20:36:44Z
CookieSwirlC,Omg you are the best cookie I love ❤️ you,2018-05-15T20:36:55Z
CookieSwirlC,Love u,2018-05-15T20:36:35Z
CookieSwirlC,I LOVE YOU AND I ALSO LOVE YOU PLAYING ROBLOX,2018-05-15T20:37:34Z
CookieSwirlC,Hi cookie sweetly amazing vid,2018-05-15T20:37:16Z
CookieSwirlC,The green gummy bear !,2021-10-17T04:56:05Z
CookieSwirlC,Cookie 🍪 YOU ARE THE best friend from YouTube,2023-03-06T01:48:41Z
CookieSwirlC,you are a green gummy and im your big fan,2019-04-29T19:26:54Z
CookieSwirlC,GUMMIIIIIIEEEES......,2018-05-15T20:37:00Z
CookieSwirlC,😘😘😘,2018-05-15T20:36:37Z
CookieSwirlC,Cookie. You are a  green Gummy bear 🍪🍪🍪🍪🍪,2021-03-30T12:02:24Z
CookieSwirlC,I love you I&#39;m the first to comment love your vids always be you and be kind,2018-05-15T20:37:17Z
CookieSwirlC,You were the green gummy bear😍😍😍,2019-04-29T23:52:19Z
CookieSwirlC,first love ypu cookie!!!💝,2018-05-15T20:36:55Z
CookieSwirlC,You should play block craft it’s so fun,2020-05-31T00:21:28Z
CookieSwirlC,You are a gummy bear you wear the color green!,2021-03-15T00:24:42Z
CookieSwirlC,First,2018-05-15T20:36:42Z
CookieSwirlC,First oh I’m a gummy bear oh I am gummy bear xd,2018-05-15T20:36:57Z
CookieSwirlC,FIRST,2018-05-15T20:36:41Z
CookieSwirlC,Yay I was first,2018-05-15T20:36:45Z
CookieSwirlC,Cookie could you play Minecraft,2020-07-23T22:11:31Z
CookieSwirlC,Also 1st,2018-05-15T20:37:02Z
CookieSwirlC,Love your vid🍪🍪🍪🍪🍪🍪🍪🍪🍪🍪🍪🍪🍪🍪,2018-05-15T20:37:27Z
CookieSwirlC,First,2018-05-15T20:36:44Z
CookieSwirlC,Early squad,2018-05-15T20:36:51Z
CookieSwirlC,Hiii,2018-05-15T20:36:41Z
CookieSwirlC,Hi I love your vids,2018-05-15T20:37:36Z
CookieSwirlC,I love u cookie 🍪 u r the best one on here 😍😘,2018-05-15T20:37:38Z
CookieSwirlC,Gumby bears yeah!Love you cookie swirl c,2018-05-15T20:37:15Z
CookieSwirlC,I love you Cookies,2018-05-15T20:37:02Z
CookieSwirlC,I HAVE ROBLOX :D,2018-05-15T20:36:48Z
CookieSwirlC,Wow,2018-05-15T20:37:41Z
CookieSwirlC,Your my Favrouite youtuber,2018-05-15T20:37:33Z
CookieSwirlC,Let&#39;s take a moment to appreciate how much time and effort he puts into his content for us. Love the videos!,2022-10-02T23:58:24Z
CookieSwirlC,Can we take a moment to appreciate cookie making those videos to make our day 🍪🍪💙,2022-09-13T18:27:35Z
CookieSwirlC,yay! Another Fable! My favorite game you play is Stray because my cat passed away and it looks JUST like the cat!,2022-09-13T18:31:02Z
CookieSwirlC,I love these kinds of Let’s Play videos.,2022-09-13T18:24:17Z
CookieSwirlC,Ur vids always makes me happy :D,2022-09-13T18:16:55Z
CookieSwirlC,Yay 😁 your back playing fable 😊😊 it’s been months,2022-09-17T15:33:22Z
CookieSwirlC,"Who else loves how Cookie is starting to play older games? Also, Cookie, can you please play more of &#39;Impact?",2022-09-15T21:03:43Z
CookieSwirlC,hi cookie! been a fan for 8 years! didnt know how much time has gone by. Your the best love you cookie!!!!!!!!,2022-09-13T18:19:12Z
CookieSwirlC,"I love every video you post, you were such a big part of my childhood and I still watch you to this day. Thank you 🍪🥰❤️",2022-09-13T23:50:07Z
CookieSwirlC,&quot;Congrats to everyone Who is early and who found this comment 🐼..,2022-09-13T18:22:23Z
CookieSwirlC,I love your videos you make my day :),2022-09-13T18:35:33Z
CookieSwirlC,Yay!!!! More Fable!!! 😁😁😁,2022-09-13T20:30:44Z
CookieSwirlC,I have been watching you for like 6 years and you still entertain me ♡♡♡♡♡♡♡♡♡♡♡,2022-09-13T18:18:54Z
CookieSwirlC,I love your videos I watch them every day keep it going,2022-09-13T19:14:08Z
CookieSwirlC,I’ve been watching since 2017! That’s five years of watching &lt;3 <br>Love ur vids cookie you’re so sweet! 🍪🍪🍪,2022-09-13T21:25:09Z
CookieSwirlC,Day 1 of asking Cookie to continue playing Genshin Impact. Luv u kookie&lt;333,2022-09-13T18:38:00Z
CookieSwirlC,"Thank you for this, my daughter Lucy and I LOVE fable<br>She watches all your videos <br>Much love ❤️",2022-09-14T01:46:33Z
CookieSwirlC,YAY she&#39;s finally making this video,2022-09-13T22:16:20Z
CookieSwirlC,This game looks so cool,2022-09-14T16:11:30Z
CookieSwirlC,I used to watch you when I was a kid!,2022-09-13T18:17:04Z
CookieSwirlC,Keep the video up Queen Cookie,2022-09-14T07:23:15Z
CookieSwirlC,I love your vids! I love let’s play♥️♥️♥️,2022-09-13T22:21:33Z
CookieSwirlC,Your voice is so beautiful and adorable cookie I am so excited to the next episode hope it&#39;s tomorrow bye:),2022-09-14T09:47:44Z
CookieSwirlC,Can&#39;t wait for more,2022-09-14T02:28:55Z
CookieSwirlC,Love your channel 💗,2022-09-13T20:29:44Z
CookieSwirlC,Yess I was hoping you would play this again,2022-09-13T22:03:46Z
CookieSwirlC,Can you make more toy role play videos please?,2022-09-13T21:31:42Z
CookieSwirlC,hi cookieeeee You have been growing so much🥰,2022-09-14T03:42:11Z
Youtuber,Comments,Date
MegMage,"Leave it to me to find the weirdest possible outcomes for this 11 year old game 😂 both Mynt and Meg are so chaotic. I understand there might be consequences, but we&#39;re sticking with our gut instincts! So thankful y&#39;all are along for the ride! Also, can we admire Isolde&#39;s voice acting in that scene? 😭",2021-09-20T16:56:08Z
MegMage,Mynt: <b>says mean things to Morrigan</b><br>Morrigan: <b>disapproves</b><br>Meg: <b>surprised Pikachu face</b><br><br>That was really funny :D,2022-10-12T09:58:17Z
MegMage,"Also, you might find this hard to believe but Sten actually loves it when you acknowledge or positively respond to any of his jokes and sarcastic quips. That&#39;s why you got +16 approval despite the sheer awkwardness of your conversation with him. He also likes it when you show curiosity over his people and avoid making snap judgments.",2021-09-21T04:51:22Z
MegMage,"Before this game the choices have been pretty cut and dry, good/evil, but when I had to choose between killing a kid or killing his mom. I had to put the controller down and really think about this one. I ended up sacrificing the mom my first time through, little did I know, that there was a hidden paragon option, only hinted at in the dialogue.",2021-09-20T18:57:32Z
